TITLE,CUISINES,TIME,CITY,LOCALITY,RATING,VOTES,COST
75,222,242,18,761,3.8,72,535.25
23,1467,480,55,526,3.8,211,535.25
75,775,49,78,512,0.0,0,474.5
23,1288,242,50,659,4.7,2541,535.25
23,1621,63,96,442,4.0,341,535.25
66,1198,623,9,236,4.4,637,535.25
75,1014,63,18,583,3.1,131,535.25
23,955,305,96,119,4.2,157,535.25
66,889,63,108,94,3.6,228,535.25
75,1601,503,9,100,3.8,28,535.25
23,1199,640,18,622,3.5,113,535.25
75,1288,168,112,267,3.9,362,535.25
75,1173,134,9,257,3.6,156,535.25
23,1236,589,103,790,4.2,127,535.25
75,1681,928,96,121,4.0,250,535.25
15,302,219,9,400,4.2,101,535.25
75,1637,1016,78,770,3.3,5,535.25
75,1687,1005,9,82,4.2,196,535.25
75,1363,5,50,150,4.0,1003,535.25
15,302,979,108,518,3.8,99,535.25
23,1643,1005,9,409,3.8,15,535.25
23,1199,490,96,430,3.9,613,535.25
75,1173,242,108,518,3.9,121,535.25
39,920,262,55,77,4.2,872,535.25
15,366,242,78,184,3.3,11,535.25
75,1212,242,18,380,3.2,6,535.25
75,1681,448,18,735,4.0,68,535.25
75,71,503,78,181,0.0,0,474.5
66,1173,357,110,506,4.0,39,535.25
15,302,920,96,327,4.4,344,535.25
23,575,299,9,71,3.6,12,535.25
33,849,1048,18,532,3.9,518,535.25
66,1324,580,96,218,3.5,13,535.25
75,1682,63,123,414,3.5,230,535.25
75,933,242,18,123,3.3,30,535.25
46,981,382,96,139,4.2,1243,535.25
15,336,242,18,532,3.8,365,535.25
75,1597,648,9,70,3.5,16,535.25
23,445,647,18,57,3.1,137,535.25
39,716,515,55,379,4.5,87,535.25
23,1296,451,9,309,3.8,224,535.25
64,865,515,9,645,4.4,1521,535.25
75,1212,242,9,67,4.1,64,535.25
75,777,1078,87,444,3.9,572,535.25
23,1437,242,18,262,3.4,58,535.25
23,1406,103,110,498,4.0,116,535.25
75,787,852,9,304,3.7,19,535.25
39,151,242,108,172,4.1,217,535.25
57,169,515,107,676,4.0,253,535.25
23,1279,1044,78,193,0.0,0,474.5
23,1038,931,78,47,0.0,0,474.5
15,435,869,8,618,4.5,1226,535.25
15,338,1074,9,342,4.1,900,535.25
75,1008,956,78,418,0.0,0,474.5
23,1047,839,78,781,0.0,0,474.5
23,1047,769,78,512,0.0,0,474.5
75,783,350,96,442,3.8,104,535.25
23,1212,103,9,820,3.7,116,535.25
23,446,242,18,51,3.7,462,535.25
23,1378,480,96,139,4.0,1530,535.25
15,302,33,78,193,0.0,0,474.5
75,1681,1176,96,209,4.1,330,535.25
75,1609,242,108,576,3.9,494,535.25
66,1262,242,112,531,4.8,109,535.25
23,456,243,9,520,4.2,445,535.25
23,966,503,103,790,3.4,49,535.25
82,1502,684,50,717,3.9,475,535.25
85,1484,1005,108,765,0.0,0,474.5
23,899,1017,55,282,4.7,448,535.25
46,933,962,18,233,4.1,225,535.25
75,1620,920,15,608,4.0,45,535.25
75,1047,242,78,292,0.0,0,474.5
0,138,10,50,147,4.7,606,872.0
66,1597,920,18,22,3.4,150,535.25
23,1402,242,78,410,3.7,48,535.25
47,849,63,9,820,3.9,77,535.25
75,516,448,108,576,3.8,1261,535.25
15,320,45,14,304,4.0,44,535.25
75,294,270,18,426,3.4,56,535.25
23,1236,297,96,443,3.9,373,535.25
23,1639,262,78,297,3.1,14,535.25
66,1687,682,9,265,4.0,36,535.25
23,184,490,108,141,4.2,1566,535.25
23,541,480,55,249,4.3,1443,535.25
75,1498,1005,9,345,4.0,160,535.25
58,849,666,18,233,3.4,60,535.25
23,1212,219,55,277,3.5,111,535.25
75,813,480,123,557,3.2,187,535.25
23,1649,138,55,355,3.4,467,535.25
46,1356,392,96,139,4.1,270,535.25
75,1212,242,18,426,3.7,98,535.25
23,1310,250,136,108,3.8,140,535.25
75,1597,575,18,735,3.6,246,535.25
36,1212,1180,18,34,3.7,213,535.25
23,1049,242,58,323,3.6,14,535.25
23,1031,49,78,418,3.3,6,535.25
23,26,179,55,355,3.5,316,535.25
75,1173,975,96,358,3.7,122,535.25
75,1523,242,46,103,0.0,0,474.5
39,740,360,91,586,3.7,68,535.25
23,1497,1077,96,474,3.9,1246,535.25
75,771,28,96,396,3.8,370,535.25
75,815,63,103,790,3.8,660,535.25
23,449,873,78,193,0.0,0,474.5
74,691,230,9,164,4.3,2041,535.25
75,702,478,51,214,4.4,58,535.25
25,672,510,96,119,4.4,2454,535.25
75,1609,171,18,50,3.3,7,535.25
51,1173,564,78,175,4.3,276,535.25
23,1008,992,78,193,0.0,0,474.5
75,50,523,55,379,3.4,372,535.25
23,1649,139,55,197,3.9,787,535.25
75,955,684,108,299,0.0,0,474.5
75,1610,450,78,175,3.4,14,535.25
75,1173,1023,112,531,3.6,27,535.25
66,449,503,55,282,3.0,55,535.25
46,1016,910,78,797,4.0,95,535.25
75,277,480,18,758,3.9,93,535.25
23,1057,94,108,393,4.1,448,535.25
6,22,250,9,257,3.9,829,535.25
23,1597,503,18,333,3.6,21,535.25
75,1513,448,108,299,4.0,235,535.25
75,1024,634,18,330,3.7,238,535.25
71,873,422,96,327,3.9,1088,535.25
23,1173,171,9,86,2.2,243,535.25
74,172,503,50,673,4.4,1648,535.25
5,151,984,108,800,4.0,233,535.25
6,752,503,50,215,3.7,155,535.25
83,1122,815,108,778,3.9,578,535.25
39,915,242,102,405,3.2,56,535.25
23,98,598,96,97,4.4,219,535.25
66,1537,503,96,396,4.0,312,535.25
66,145,1182,78,32,0.0,0,474.5
75,1306,142,96,358,4.3,105,535.25
23,1608,526,18,26,3.7,364,535.25
75,484,480,9,68,4.2,140,535.25
75,465,503,18,63,3.4,28,535.25
75,1212,242,18,782,3.1,41,535.25
15,358,1093,9,257,4.2,598,535.25
39,915,242,18,583,3.7,22,535.25
25,129,63,9,236,4.3,218,535.25
75,1173,1030,9,86,4.0,66,535.25
46,684,471,55,511,4.4,572,535.25
56,464,456,78,292,3.5,39,535.25
66,1172,649,18,196,2.9,74,535.25
75,1197,480,9,620,4.2,368,535.25
39,916,503,55,379,3.9,109,535.25
23,1173,290,9,344,4.2,357,535.25
75,1212,219,55,438,3.6,238,535.25
23,1658,603,18,583,3.8,235,535.25
5,164,208,18,57,3.5,37,535.25
45,1145,63,108,421,3.9,302,535.25
75,1522,242,123,376,4.1,142,535.25
39,736,1124,9,346,4.6,1030,535.25
39,920,242,18,88,3.8,61,535.25
7,715,71,96,823,4.4,2787,535.25
23,1047,1084,78,47,0.0,0,474.5
23,1467,931,55,21,4.1,1055,535.25
15,370,1095,9,182,3.7,79,535.25
23,1204,480,9,268,3.9,91,535.25
4,145,63,18,575,3.4,21,535.25
75,1649,931,18,817,3.9,104,535.25
75,907,448,55,199,3.8,110,535.25
51,771,49,78,175,2.4,32,535.25
75,1640,914,9,236,3.8,345,535.25
46,658,373,108,141,4.1,250,535.25
66,582,256,108,367,3.9,273,535.25
75,1025,890,9,496,0.0,0,474.5
75,50,0,78,296,3.9,273,568.5
23,1212,464,55,783,3.7,278,535.25
51,1180,39,18,794,3.7,232,535.25
15,585,208,55,336,4.3,160,535.25
6,618,100,9,100,4.0,1226,535.25
75,1054,317,78,566,2.9,31,535.25
75,449,480,55,627,3.4,66,535.25
15,379,1123,108,597,4.0,454,535.25
75,1597,758,18,580,3.5,71,535.25
39,719,818,96,413,3.9,429,535.25
23,467,92,143,196,3.3,32,535.25
23,1212,640,95,492,4.1,660,535.25
23,1017,791,78,562,3.4,14,535.25
23,1567,213,55,160,3.5,588,535.25
75,1035,936,9,820,0.0,0,474.5
23,1420,480,55,629,3.8,95,535.25
44,724,52,9,820,3.9,301,535.25
75,1173,663,55,379,3.7,55,535.25
75,1030,62,78,296,0.0,0,474.5
75,50,503,55,372,3.8,98,535.25
39,920,18,55,767,3.6,266,535.25
64,698,216,9,304,4.0,701,535.25
75,1212,931,18,465,3.7,61,535.25
23,1224,927,9,400,3.8,328,535.25
15,302,49,78,813,0.0,0,474.5
23,1585,134,9,609,4.1,431,535.25
25,23,427,108,35,4.0,939,535.25
5,146,1005,18,435,3.6,84,535.25
23,1388,242,108,141,4.6,323,535.25
39,723,985,18,452,3.9,58,535.25
15,433,256,67,726,0.0,0,474.5
23,1212,515,108,141,4.1,905,535.25
23,1355,256,108,167,0.0,0,474.5
75,185,242,78,296,3.5,9,535.25
66,1173,836,108,58,3.7,239,535.25
15,302,522,18,712,3.6,107,535.25
57,1384,515,108,598,4.2,118,535.25
23,1459,1040,78,797,3.0,9,535.25
75,522,414,110,691,3.9,513,535.25
75,255,103,55,404,2.5,162,535.25
15,302,242,9,275,0.0,0,474.5
75,1212,180,103,28,0.0,0,474.5
15,334,1017,9,257,4.2,1999,535.25
75,1064,242,55,77,4.2,445,535.25
0,138,1113,78,292,0.0,0,524.25
75,178,115,55,77,3.6,370,535.25
16,313,1023,50,149,0.0,0,474.5
0,145,5,18,88,4.0,116,872.0
80,746,5,18,132,2.9,54,535.25
23,1332,283,9,605,3.7,44,535.25
75,1467,823,18,622,3.1,39,535.25
23,1173,480,18,623,3.4,30,535.25
75,522,318,103,307,3.0,179,535.25
75,290,931,18,794,3.8,596,535.25
75,1173,1035,108,331,0.0,0,474.5
25,1593,503,50,215,4.3,105,535.25
23,1380,117,96,192,4.2,876,535.25
39,737,866,96,785,4.2,174,535.25
23,546,350,55,335,4.0,330,535.25
75,1391,123,18,711,3.5,29,535.25
75,243,403,108,173,4.2,29,535.25
17,402,121,50,146,4.0,351,535.25
23,449,259,96,396,3.0,65,535.25
75,1687,31,18,286,3.4,79,535.25
23,1107,560,96,97,4.2,1541,535.25
23,1298,988,96,313,3.6,266,535.25
5,148,49,18,435,3.5,36,535.25
15,356,63,123,636,4.3,774,535.25
25,482,947,18,451,3.5,378,535.25
23,490,15,96,443,3.7,114,535.25
75,1173,1026,9,236,3.6,16,535.25
23,25,290,22,55,3.7,1206,535.25
22,140,5,35,371,3.6,28,535.25
75,1104,264,18,741,3.6,16,535.25
23,1115,503,55,767,3.9,796,535.25
15,432,242,78,296,3.2,4,535.25
15,420,480,78,290,2.7,28,535.25
66,162,936,9,236,3.6,13,535.25
23,832,242,96,642,3.7,224,535.25
23,1324,256,18,532,4.0,154,535.25
75,1212,242,9,820,3.4,7,535.25
75,1425,757,18,815,3.7,66,535.25
23,1008,637,18,794,3.8,129,535.25
57,1348,415,108,800,4.4,1720,535.25
75,1173,1099,108,315,4.1,272,535.25
23,219,63,78,297,3.8,159,535.25
75,299,760,18,123,3.2,24,535.25
75,1273,480,9,458,3.4,145,535.25
23,1649,295,55,355,3.3,734,535.25
75,1173,23,123,554,4.3,178,535.25
23,945,480,46,603,4.1,231,535.25
75,841,186,18,34,4.4,1268,535.25
25,1240,260,96,396,3.6,71,535.25
13,1713,980,108,454,3.9,751,535.25
15,382,920,78,193,0.0,0,474.5
23,539,360,108,141,4.2,1061,535.25
25,117,464,108,515,4.4,319,535.25
75,1173,301,18,583,4.0,62,535.25
23,975,503,96,396,3.6,1722,535.25
23,1425,242,55,197,2.7,77,535.25
75,1526,115,46,607,3.8,937,535.25
75,208,582,78,759,4.3,94,535.25
66,484,242,108,167,3.6,241,535.25
23,1213,170,103,772,3.8,58,535.25
23,1274,115,55,463,3.6,68,535.25
46,1591,370,18,352,4.3,637,535.25
18,351,1016,18,452,4.5,930,535.25
75,1393,536,50,147,4.3,135,535.25
75,1212,480,55,355,3.5,1516,535.25
75,255,659,9,95,2.3,301,535.25
66,1157,5,110,689,3.4,15,535.25
23,932,1058,96,192,3.4,41,535.25
66,837,242,108,576,3.8,516,535.25
75,235,256,55,160,4.1,1349,535.25
23,1670,242,9,619,3.4,13,535.25
23,548,999,96,443,3.8,175,535.25
66,1605,920,108,402,4.2,34,535.25
84,1120,1005,123,625,3.9,109,535.25
75,1432,580,108,255,4.0,921,535.25
23,1425,337,96,221,3.8,679,535.25
15,944,201,18,132,3.7,247,535.25
57,1331,515,96,431,3.8,109,535.25
75,1597,818,55,289,3.5,62,535.25
59,1098,1152,8,245,3.9,354,535.25
23,461,605,96,638,4.0,2566,535.25
64,863,503,50,684,4.3,482,535.25
46,1725,971,18,233,4.4,1046,535.25
75,1116,529,96,45,4.0,903,535.25
85,1131,984,110,655,3.6,243,535.25
75,1212,661,55,379,3.4,49,535.25
75,1060,743,55,39,3.6,277,535.25
75,1008,984,78,418,0.0,0,474.5
44,737,257,9,344,4.5,350,535.25
75,1311,242,9,356,3.5,14,535.25
56,1374,686,18,470,3.7,58,535.25
75,1236,1098,96,550,0.0,0,474.5
75,771,819,78,566,3.0,5,535.25
75,1597,914,78,491,3.4,12,535.25
23,1601,975,18,132,2.5,190,535.25
7,1173,68,55,355,3.6,140,535.25
75,1144,663,9,101,3.8,30,535.25
23,594,242,9,820,4.0,292,535.25
23,1173,275,55,336,4.1,693,535.25
23,1467,888,78,566,3.3,3,535.25
23,1659,914,9,453,4.0,967,535.25
56,1626,1047,123,557,3.8,476,535.25
45,1212,135,18,639,3.6,74,535.25
23,1058,464,96,375,4.1,1749,535.25
23,914,256,55,355,2.3,208,535.25
23,1416,836,108,58,3.8,316,535.25
25,1416,124,86,444,4.0,1741,535.25
23,583,576,9,257,4.1,540,535.25
23,1475,1168,96,716,3.7,475,535.25
7,1212,242,55,404,3.2,67,535.25
23,1615,49,78,47,3.0,11,535.25
75,449,1069,9,304,3.4,5,535.25
22,195,662,46,780,4.1,171,535.25
75,1157,242,55,372,2.9,536,535.25
75,1668,866,9,347,4.1,142,535.25
0,145,242,96,805,3.8,42,872.0
75,1311,157,18,782,3.6,113,535.25
23,525,1086,96,72,3.6,138,535.25
75,1173,746,108,578,3.4,84,535.25
23,1242,759,135,37,0.0,0,474.5
23,1649,115,55,355,3.3,327,535.25
75,1681,344,78,562,3.7,95,535.25
75,1302,22,49,202,4.3,308,535.25
57,970,503,108,720,4.2,777,535.25
23,1034,1077,78,193,3.2,20,535.25
75,1540,49,9,322,0.0,0,474.5
75,1212,464,9,236,3.9,797,535.25
23,1586,242,18,382,3.6,1324,535.25
75,1229,448,55,462,3.1,366,535.25
45,1173,350,55,350,3.9,349,535.25
75,1363,689,9,825,3.9,213,535.25
75,1626,1027,18,380,3.6,35,535.25
0,166,208,18,286,3.4,23,872.0
66,1365,580,9,86,3.7,22,535.25
10,993,75,78,562,4.3,116,535.25
23,1173,366,55,336,2.9,81,535.25
68,849,503,110,678,4.2,209,535.25
23,121,173,55,379,4.8,7410,535.25
39,920,89,78,770,4.0,58,535.25
23,1649,428,55,111,2.7,358,535.25
75,522,843,96,109,3.6,27,535.25
39,740,40,9,820,0.0,0,474.5
46,1325,684,96,140,4.3,1660,535.25
66,1644,931,78,296,0.0,0,474.5
75,1498,1109,9,604,3.9,113,535.25
10,201,39,15,275,3.7,23,535.25
66,1173,80,50,677,3.5,19,535.25
75,1609,39,108,778,3.9,189,535.25
23,1212,1010,50,696,0.0,0,474.5
10,185,242,55,783,4.0,163,535.25
66,1435,167,96,45,4.3,316,535.25
4,145,1113,78,131,3.0,6,535.25
23,1212,406,55,438,3.5,71,535.25
75,1597,889,78,566,4.0,121,535.25
15,335,262,9,138,4.3,984,535.25
23,1173,625,41,456,3.9,656,535.25
23,748,490,50,377,0.0,0,474.5
75,1498,1016,9,409,4.0,541,535.25
23,1212,256,78,296,0.0,0,474.5
66,1702,49,9,236,4.0,331,535.25
23,562,923,103,28,3.9,648,535.25
75,1416,503,96,121,3.4,127,535.25
15,302,219,78,332,3.6,77,535.25
23,1577,503,96,752,4.2,718,535.25
66,103,1122,18,764,4.3,549,535.25
23,1498,462,12,645,4.1,266,535.25
66,1423,503,112,531,4.2,306,535.25
15,344,1084,108,367,4.1,628,535.25
66,1681,1074,108,621,3.9,116,535.25
23,89,970,55,77,4.2,90,535.25
75,1690,695,18,88,4.0,277,535.25
75,1173,1182,78,296,3.5,42,535.25
75,1597,814,55,372,3.4,89,535.25
51,771,663,55,246,3.5,65,535.25
23,448,180,18,51,3.8,53,535.25
57,849,290,55,77,4.2,85,535.25
23,522,480,78,175,3.2,4,535.25
23,930,386,55,379,3.8,284,535.25
75,1173,1025,50,149,3.7,67,535.25
75,122,580,18,330,4.2,389,535.25
66,546,942,50,147,0.0,0,474.5
23,1535,380,18,452,3.6,119,535.25
75,777,1040,78,297,3.0,4,535.25
46,111,922,50,696,4.1,238,535.25
23,1472,503,108,515,4.3,1168,535.25
75,1597,672,18,532,2.7,47,535.25
76,1546,125,4,44,4.0,1452,535.25
75,1288,829,55,463,2.9,54,535.25
75,1694,480,18,135,3.7,49,535.25
75,1498,208,18,583,3.6,55,535.25
23,1526,117,9,346,3.8,25,535.25
23,449,560,136,568,3.9,743,535.25
75,1227,765,55,61,3.5,106,535.25
75,771,1089,55,246,3.9,251,535.25
7,939,497,55,77,4.2,2195,535.25
75,1047,503,78,292,0.0,0,474.5
74,171,672,50,673,4.5,4976,535.25
75,1271,1079,9,345,4.2,1575,535.25
75,1467,166,46,258,3.0,277,535.25
23,1587,164,103,651,3.8,135,535.25
23,1463,439,108,367,4.3,99,535.25
51,449,256,55,379,2.8,124,535.25
66,975,853,112,531,4.6,225,535.25
23,229,103,18,794,3.4,10,535.25
23,1267,242,108,649,4.0,359,535.25
23,466,503,55,417,4.0,349,535.25
23,757,489,96,593,3.8,619,535.25
75,808,242,9,820,3.8,34,535.25
75,20,242,103,28,4.2,1678,535.25
23,1644,900,18,784,3.4,41,535.25
85,1133,39,108,707,3.9,87,535.25
23,655,684,9,341,4.0,157,535.25
7,673,183,96,73,4.1,1448,535.25
23,701,346,18,532,4.2,393,535.25
22,331,480,9,68,3.5,39,535.25
46,1090,390,9,619,4.5,682,535.25
15,334,63,108,141,3.9,197,535.25
25,706,417,103,790,3.9,703,535.25
23,214,150,18,88,3.4,102,535.25
75,272,143,55,627,3.5,920,535.25
23,1265,218,96,210,4.4,232,535.25
66,959,721,108,227,4.7,1182,535.25
0,138,730,55,118,4.6,1012,872.0
23,101,384,55,77,4.3,147,535.25
66,1681,1053,108,305,3.6,22,535.25
75,1609,68,78,512,0.0,0,474.5
23,1585,603,18,532,4.5,996,535.25
66,592,1016,55,379,3.6,36,535.25
23,1008,350,78,32,3.7,37,535.25
39,915,818,9,268,0.0,0,474.5
39,920,72,18,36,2.4,19,535.25
75,883,1084,108,596,3.6,33,535.25
23,1416,1091,96,444,3.3,45,535.25
75,1459,242,18,127,3.4,25,535.25
23,1106,480,18,622,4.8,4462,535.25
23,1029,936,78,755,3.6,33,535.25
25,943,515,96,358,4.3,2503,535.25
23,1008,1016,78,759,3.5,19,535.25
46,1482,684,18,735,4.6,792,535.25
23,700,875,96,92,4.0,262,535.25
66,565,480,108,167,3.9,107,535.25
23,1660,535,18,426,2.2,119,535.25
75,39,1031,9,826,3.7,29,535.25
75,1173,305,108,621,0.0,0,474.5
75,825,513,55,417,3.6,294,535.25
23,1425,299,108,129,4.1,463,535.25
68,868,515,96,97,3.7,952,535.25
75,86,121,78,131,0.0,0,474.5
75,1197,503,108,364,3.9,66,535.25
23,1320,285,136,406,3.8,600,535.25
75,942,103,50,683,4.3,115,535.25
23,1037,1056,78,792,2.8,122,535.25
75,1173,1016,110,499,0.0,0,474.5
37,126,531,50,215,4.2,1245,535.25
25,589,104,15,70,3.7,15,535.25
15,396,515,108,377,3.8,75,535.25
23,1173,480,125,388,3.9,824,535.25
23,1324,553,9,275,4.0,884,535.25
75,449,503,55,379,3.9,741,535.25
23,1226,1016,103,328,0.0,0,474.5
4,145,219,110,663,4.4,703,535.25
23,1212,916,96,383,4.1,580,535.25
75,1597,959,9,308,3.5,97,535.25
23,257,242,18,470,3.7,113,535.25
23,1311,366,123,776,3.2,359,535.25
75,1416,871,96,430,3.7,169,535.25
75,1627,1074,18,739,3.5,56,535.25
75,1173,954,15,237,2.9,107,535.25
75,1173,974,4,551,4.4,390,535.25
15,371,1018,9,257,4.0,693,535.25
23,208,312,18,178,3.6,364,535.25
23,548,981,96,574,3.6,210,535.25
23,538,72,96,396,3.8,420,535.25
75,484,357,18,580,3.1,23,535.25
75,1145,357,9,80,3.3,5,535.25
75,1522,270,108,167,3.7,539,535.25
23,1216,348,18,177,3.2,60,535.25
75,449,491,96,45,3.4,30,535.25
23,951,201,18,779,3.8,628,535.25
75,1674,936,55,39,3.9,231,535.25
7,1657,242,55,336,3.8,123,535.25
23,1416,103,55,404,3.2,392,535.25
75,1212,1056,9,520,3.6,18,535.25
75,1173,448,108,728,3.9,375,535.25
6,849,742,58,748,3.5,52,535.25
23,1110,134,96,284,4.0,1279,535.25
75,1649,931,108,778,3.6,70,535.25
10,199,63,55,246,3.9,1469,535.25
57,520,807,84,527,3.0,11,535.25
75,1649,914,9,801,3.8,44,535.25
66,1597,864,18,564,3.1,37,535.25
23,611,242,18,592,3.2,383,535.25
75,258,480,123,399,3.6,230,535.25
23,1212,242,55,84,4.2,376,535.25
23,1339,684,18,382,4.1,116,535.25
23,26,873,55,349,3.7,103,535.25
15,358,1012,55,249,4.1,863,535.25
75,1115,713,55,397,2.9,69,535.25
75,1641,1153,9,400,4.3,66,535.25
66,1489,1016,55,379,3.6,275,535.25
66,248,106,49,203,3.7,61,535.25
75,532,308,9,182,3.7,282,535.25
39,727,49,9,774,4.0,66,535.25
0,146,49,108,788,3.9,84,872.0
75,1522,676,46,258,4.1,57,535.25
66,1597,603,9,194,3.6,15,535.25
23,1467,242,78,410,0.0,0,474.5
7,1410,366,108,329,4.0,869,535.25
23,877,469,96,74,4.1,578,535.25
23,1008,901,78,821,3.9,32,535.25
15,370,208,78,47,0.0,0,474.5
75,449,161,9,820,3.8,28,535.25
75,290,242,110,663,3.7,1168,535.25
23,449,619,123,636,3.6,150,535.25
75,805,1091,50,149,3.7,48,535.25
7,92,497,9,343,4.4,4186,535.25
64,1366,503,50,673,4.3,308,535.25
75,59,709,78,181,3.5,14,535.25
75,465,480,18,132,3.6,319,535.25
56,1522,252,98,359,3.2,66,535.25
25,754,515,8,563,4.0,1125,535.25
23,255,765,55,277,3.4,320,535.25
15,341,201,18,465,3.8,251,535.25
26,714,456,18,29,4.2,1928,535.25
23,55,132,18,426,3.5,83,535.25
75,1637,242,78,512,0.0,0,474.5
23,1236,161,96,210,4.1,821,535.25
66,195,242,50,504,0.0,0,474.5
75,484,242,110,664,3.8,179,535.25
75,290,500,55,197,3.7,89,535.25
16,315,7,50,147,4.0,1236,535.25
32,1319,1074,108,252,3.7,431,535.25
23,522,365,96,313,3.1,20,535.25
75,787,242,96,806,4.1,1127,535.25
75,1008,242,78,300,0.0,0,474.5
5,151,89,108,720,3.9,306,535.25
75,1447,480,55,832,3.7,343,535.25
41,735,49,108,270,4.1,125,535.25
23,546,885,78,407,0.0,0,474.5
23,542,364,96,97,3.7,220,535.25
52,1173,242,50,146,3.8,309,535.25
23,1432,256,108,317,3.7,54,535.25
46,1189,793,9,164,4.2,478,535.25
39,740,256,55,239,3.8,197,535.25
66,875,980,18,34,3.7,33,535.25
75,883,823,18,31,3.6,36,535.25
66,883,1022,112,531,3.8,42,535.25
75,1047,920,9,645,3.4,4,535.25
75,255,219,55,427,3.8,478,535.25
10,185,115,37,744,4.0,342,535.25
23,183,551,9,820,4.1,998,535.25
75,781,480,15,400,4.0,110,535.25
75,1299,1132,55,379,3.8,364,535.25
15,302,433,18,592,3.3,18,535.25
25,1491,503,96,140,4.2,422,535.25
75,771,56,96,64,3.9,34,535.25
75,1597,814,55,462,3.9,86,535.25
23,1649,814,9,610,3.8,45,535.25
75,1597,931,15,820,3.7,23,535.25
75,1597,1084,78,187,0.0,0,474.5
75,771,1016,78,770,3.2,10,535.25
65,1188,503,50,674,4.2,564,535.25
23,712,230,9,343,3.7,485,535.25
0,161,1005,9,458,3.8,49,872.0
75,771,242,78,562,2.3,55,535.25
68,867,262,9,774,4.2,1435,535.25
75,986,1139,8,563,4.1,197,535.25
46,1416,967,96,284,4.0,400,535.25
23,1313,115,18,565,3.4,216,535.25
75,996,769,96,385,4.0,1401,535.25
23,1047,999,78,567,0.0,0,474.5
66,1550,92,50,377,4.5,382,535.25
23,581,242,108,800,4.1,881,535.25
15,584,3,123,636,4.2,464,535.25
23,564,501,96,396,4.1,620,535.25
39,716,256,85,379,3.9,35,535.25
75,1173,1025,108,115,4.2,2573,535.25
25,1212,242,55,462,3.1,86,535.25
39,716,33,78,759,0.0,0,474.5
2,141,1005,9,820,3.9,60,535.25
23,514,456,55,246,3.9,1150,535.25
75,1539,333,108,331,3.6,116,535.25
56,771,748,18,40,3.9,26,535.25
75,1256,256,123,768,3.6,330,535.25
75,1597,959,55,85,3.3,130,535.25
58,849,364,55,77,3.6,66,535.25
75,1681,823,55,572,2.7,48,535.25
23,1212,418,55,197,3.8,100,535.25
41,730,1182,30,650,3.7,19,535.25
75,286,480,96,806,3.8,550,535.25
75,1655,789,9,458,3.5,13,535.25
75,824,1090,18,591,4.0,449,535.25
13,195,1023,9,257,3.9,214,535.25
7,642,844,4,44,4.4,1222,535.25
75,809,1055,96,114,4.1,72,535.25
23,1416,18,9,458,3.7,18,535.25
23,1644,1096,78,410,3.7,74,535.25
75,290,199,9,244,4.3,345,535.25
23,65,480,55,251,3.6,153,535.25
15,1711,242,123,636,4.4,239,535.25
23,1285,151,96,474,3.6,783,535.25
7,1152,515,96,396,3.7,496,535.25
75,291,63,9,346,3.9,1065,535.25
75,1609,311,18,764,3.4,20,535.25
23,1212,242,55,369,3.6,464,535.25
66,1295,851,108,803,4.3,239,535.25
15,359,936,55,282,4.4,523,535.25
75,1609,931,78,297,3.5,102,535.25
75,1008,83,78,418,0.0,0,474.5
75,1562,92,55,277,3.6,51,535.25
23,660,115,18,794,4.3,1317,535.25
23,570,242,110,658,0.0,0,474.5
15,302,866,123,824,3.9,43,535.25
75,1212,477,55,197,3.6,71,535.25
75,522,18,9,520,3.3,194,535.25
46,1408,399,9,820,4.0,245,535.25
23,54,103,18,179,4.3,483,535.25
75,820,38,9,79,3.8,39,535.25
60,849,838,55,249,4.1,595,535.25
75,1256,1137,6,4,3.3,6,535.25
0,164,1016,18,31,3.4,20,872.0
75,777,709,41,662,3.6,24,535.25
62,1466,317,18,735,3.8,74,535.25
23,1212,503,96,192,3.8,270,535.25
75,771,341,50,692,3.7,42,535.25
76,738,1077,18,599,3.3,42,535.25
66,1597,920,78,290,3.5,67,535.25
23,257,256,18,50,3.4,428,535.25
75,1227,242,123,98,3.7,512,535.25
23,1173,242,110,500,0.0,0,474.5
23,1324,242,108,158,3.8,18,535.25
23,1459,480,55,335,3.5,323,535.25
15,344,234,18,34,4.4,1200,535.25
6,849,256,18,735,2.7,28,535.25
75,449,503,55,355,2.8,96,535.25
23,1009,424,78,296,3.7,633,535.25
0,138,1074,18,639,4.2,101,872.0
66,1426,854,18,333,3.4,52,535.25
66,271,1104,18,36,3.5,29,535.25
75,934,480,108,299,4.2,487,535.25
83,744,49,96,593,4.0,328,535.25
75,1662,914,9,236,3.5,242,535.25
75,1288,518,50,149,3.4,33,535.25
25,21,425,4,799,4.1,4664,535.25
23,67,684,78,813,2.8,14,535.25
57,866,849,96,144,4.0,241,535.25
75,1667,336,9,236,4.2,119,535.25
23,1163,924,96,140,3.9,979,535.25
7,765,116,103,28,4.0,789,535.25
23,1008,906,78,300,0.0,0,474.5
23,1573,256,96,643,4.0,405,535.25
23,42,480,9,306,3.9,224,535.25
23,449,115,78,567,4.1,508,535.25
75,1682,666,55,85,4.1,351,535.25
75,1212,315,18,564,3.5,20,535.25
23,1644,1084,96,313,3.6,486,535.25
66,1715,555,9,340,3.4,6,535.25
75,1154,515,55,428,3.6,53,535.25
39,716,208,78,418,3.1,6,535.25
75,1597,944,9,458,4.1,246,535.25
